Distance_(microns),Gray_Value
0.000,1074.000
107.759,1083.977
215.518,1097.944
323.277,1106.921
431.036,1107.916
538.795,1107.921
646.554,1112.937
754.313,1126.902
862.072,1140.846
969.831,1144.842
1077.590,1144.825
1185.349,1151.769
1293.108,1157.832
1400.867,1158.841
1508.626,1159.828
1616.385,1158.842
1724.144,1159.776
1831.903,1164.732
1939.662,1167.811
2047.421,1167.933
2155.180,1171.070
2262.939,1172.147
2370.698,1171.039
2478.457,1176.879
2586.216,1188.000
2693.975,1192.175
2801.734,1189.319
2909.493,1184.284
3017.252,1184.245
3125.011,1188.203
3232.770,1190.052
3340.529,1193.946
3448.288,1199.944
3556.047,1203.058
3663.806,1204.179
3771.565,1207.245
3879.324,1211.189
3987.083,1215.130
4094.842,1216.133
4202.601,1216.273
4310.360,1217.420
4418.119,1218.287
4525.878,1220.000
4633.637,1218.151
4741.396,1218.231
4849.155,1223.000
4956.914,1223.839
5064.673,1223.000
5172.432,1226.916
5280.191,1230.914
5387.950,1235.000
5495.709,1239.357
5603.468,1241.637
5711.227,1238.464
5818.986,1233.378
5926.745,1235.482
6034.504,1240.392
6142.263,1238.499
6250.022,1236.508
6357.781,1237.103
6465.540,1238.580
6573.299,1239.466
6681.058,1240.566
6788.817,1240.559
6896.576,1238.552
7004.335,1232.545
7112.094,1228.538
7219.853,1227.413
7327.612,1229.286
7435.371,1233.154
7543.130,1235.387
7650.889,1236.000
7758.648,1235.252
7866.407,1235.128
7974.166,1238.000
8081.925,1242.606
8189.684,1244.734
8297.443,1242.865
8405.202,1238.727
8512.961,1236.170
8620.720,1237.879
8728.479,1240.149
8836.238,1240.713
8943.997,1238.291
9051.756,1234.294
9159.515,1234.405
9267.274,1238.494
9375.033,1240.476
9482.792,1239.075
9590.551,1234.377
9698.310,1232.685
9806.069,1233.478
9913.828,1238.806
10021.587,1242.651
10129.346,1241.329
10237.105,1239.166
10344.864,1239.832
10452.623,1240.490
10560.382,1238.657
10668.141,1235.000
10775.900,1232.000
10883.659,1233.354
10991.418,1237.000
11099.177,1237.820
11206.936,1240.000
11314.695,1243.632
