Distance_(microns),Gray_Value
0.000,1343.000
107.759,1354.004
215.518,1363.997
323.277,1370.987
431.036,1382.972
538.795,1400.951
646.554,1414.924
754.313,1423.911
862.072,1428.932
969.831,1437.937
1077.590,1449.958
1185.349,1465.969
1293.108,1482.949
1400.867,1496.945
1508.626,1510.000
1616.385,1523.042
1724.144,1532.068
1831.903,1534.120
1939.662,1537.203
2047.421,1545.187
2155.180,1545.169
2262.939,1536.089
2370.698,1529.062
2478.457,1531.065
2586.216,1537.068
2693.975,1543.000
2801.734,1546.037
2909.493,1553.190
3017.252,1575.197
3125.011,1610.041
3232.770,1647.831
3340.529,1672.738
3448.288,1671.865
3556.047,1648.000
3663.806,1624.000
3771.565,1606.852
3879.324,1598.747
3987.083,1600.792
4094.842,1608.947
4202.601,1617.945
4310.360,1629.719
4418.119,1637.481
4525.878,1628.705
4633.637,1607.940
4741.396,1589.186
4849.155,1576.316
4956.914,1567.194
5064.673,1559.066
5172.432,1551.000
5280.191,1546.793
5387.950,1547.789
5495.709,1547.000
5603.468,1540.293
5711.227,1535.447
5818.986,1539.380
5926.745,1549.000
6034.504,1557.685
6142.263,1562.679
6250.022,1564.755
6357.781,1565.917
6465.540,1570.747
6573.299,1573.657
6681.058,1579.738
6788.817,1587.000
6896.576,1585.180
7004.335,1579.274
7112.094,1578.093
7219.853,1580.717
7327.612,1580.713
7435.371,1584.903
7543.130,1596.099
7650.889,1609.900
7758.648,1617.899
7866.407,1621.000
7974.166,1625.896
8081.925,1634.895
8189.684,1645.107
8297.443,1657.108
8405.202,1676.890
8512.961,1701.000
8620.720,1732.113
8728.479,1770.342
8836.238,1819.346
8943.997,1881.234
9051.756,1958.354
9159.515,2051.478
9267.274,2158.121
9375.033,2260.878
9482.792,2327.000
9590.551,2327.250
9698.310,2247.506
9806.069,2093.384
9913.828,1899.259
10021.587,1725.262
10129.346,1612.264
10237.105,1554.267
10344.864,1528.270
10452.623,1513.546
10560.382,1507.276
10668.141,1503.861
10775.900,1497.437
10883.659,1488.148
10991.418,1480.996
11099.177,1476.855
11206.936,1472.731
11314.695,1467.738
11422.454,1464.298
11530.213,1460.000
11637.972,1459.152
11745.731,1465.613
11853.490,1467.083
11961.249,1465.093
12069.008,1464.260
12176.767,1464.795
12284.526,1463.802
12392.285,1459.294
12500.044,1458.142
12607.803,1461.823
12715.562,1461.664
12823.321,1460.669
12931.080,1456.338
13038.839,1450.510
13146.598,1450.343
13254.357,1451.173
13362.116,1447.174
13469.875,1440.176
13577.634,1435.177
13685.393,1440.000
13793.152,1450.820
13900.911,1457.819
14008.670,1453.731
14116.429,1444.290
14224.188,1436.114
14331.947,1434.374
14439.706,1438.435
14547.465,1439.240
14655.224,1432.809
14762.983,1429.193
14870.742,1431.418
14978.501,1433.022
15086.260,1434.228
15194.019,1433.422
15301.778,1427.003
15409.537,1417.994
15517.296,1411.392
15625.055,1409.572
15732.814,1409.152
15840.573,1409.139
15948.332,1409.167
16056.091,1411.210
16163.850,1413.633
16271.609,1410.425
16379.368,1402.214
16487.127,1396.785
16594.887,1394.350
16702.645,1393.128
16810.404,1394.122
16918.162,1393.558
17025.922,1393.778
17133.682,1392.776
17241.439,1390.775
17349.199,1388.226
17456.957,1386.456
17564.717,1381.458
17672.477,1376.231
17780.234,1377.464
17887.994,1379.000
17995.754,1380.765
18103.512,1385.527
18211.271,1386.287
18319.029,1381.000
18426.789,1376.481
18534.549,1375.758
18642.307,1372.757
18750.066,1370.245
18857.824,1368.246
18965.584,1370.000
19073.344,1371.751
19181.102,1372.748
19288.861,1374.482
19396.619,1377.975
19504.379,1377.982
19612.139,1374.488
19719.896,1374.485
19827.656,1373.741
19935.414,1373.000
20043.174,1374.738
20150.934,1374.211
20258.691,1370.736
20366.451,1369.266
20474.211,1370.802
20581.969,1374.000
20689.729,1377.920
20797.486,1380.457
20905.246,1380.546
21013.006,1381.274
21120.764,1382.000
21228.523,1379.108
21336.281,1376.228
21444.041,1380.239
21551.801,1382.688
21659.559,1375.696
21767.318,1370.705
21875.076,1372.428
21982.836,1376.861
22090.596,1377.577
22198.354,1377.421
22306.113,1376.709
22413.871,1375.585
22521.631,1371.882
22629.391,1365.886
22737.148,1362.187
22844.908,1360.000
22952.668,1356.802
23060.426,1358.097
23168.186,1360.302
23275.943,1360.911
23383.703,1365.221
23491.463,1366.920
23599.221,1368.232
23706.980,1367.619
23814.738,1363.932
23922.498,1364.561
24030.258,1372.941
24138.016,1379.055
24245.775,1384.468
24353.533,1390.775
24461.293,1392.723
24569.053,1391.000
24676.811,1387.966
24784.570,1387.323
24892.328,1390.025
25000.088,1390.021
25107.848,1388.017
25215.605,1387.354
