Distance_(microns),Gray_Value
0.000,1132.000
107.759,1134.000
215.518,1140.009
323.277,1147.013
431.036,1159.034
538.795,1174.064
646.554,1196.026
754.313,1220.000
862.072,1229.000
969.831,1215.961
1077.590,1192.743
1185.349,1174.670
1293.108,1168.743
1400.867,1168.722
1508.626,1168.940
1616.385,1171.000
1724.144,1174.068
1831.903,1178.000
1939.662,1180.923
2047.421,1185.000
2155.180,1190.000
2262.939,1192.730
2370.698,1190.812
2478.457,1189.295
2586.216,1187.514
2693.975,1187.428
2801.734,1193.223
2909.493,1199.000
3017.252,1200.880
3125.011,1200.876
3232.770,1205.743
3340.529,1211.265
3448.288,1210.548
3556.047,1212.424
3663.806,1218.146
3771.565,1221.150
3879.324,1222.154
3987.083,1220.842
4094.842,1219.675
4202.601,1218.167
4310.360,1215.856
4418.119,1217.351
4525.878,1216.820
4633.637,1216.632
4741.396,1220.623
4849.155,1225.230
4956.914,1229.016
5064.673,1229.195
5172.432,1227.384
5280.191,1225.581
5387.950,1225.786
5495.709,1223.218
5603.468,1224.445
5711.227,1228.907
5818.986,1232.924
5926.745,1235.471
6034.504,1236.760
6142.263,1233.268
6250.022,1228.007
6357.781,1227.990
6465.540,1232.973
6573.299,1235.956
6681.058,1233.469
6788.817,1231.730
6896.576,1229.000
7004.335,1224.278
7112.094,1226.000
7219.853,1230.427
7327.612,1231.418
7435.371,1229.409
7543.130,1227.101
7650.889,1224.392
7758.648,1221.616
7866.407,1222.937
7974.166,1224.317
8081.925,1224.679
8189.684,1227.024
8297.443,1232.011
8405.202,1231.332
8512.961,1225.310
8620.720,1221.261
8728.479,1219.307
8836.238,1223.755
8943.997,1232.131
9051.756,1235.157
9159.515,1230.546
9267.274,1226.472
9375.033,1228.628
9482.792,1231.247
9590.551,1230.619
9698.310,1231.230
9806.069,1231.611
9913.828,1226.787
10021.587,1223.592
10129.346,1226.207
10237.105,1230.813
10344.864,1234.233
10452.623,1235.830
10560.382,1229.581
10668.141,1222.882
10775.900,1221.144
10883.659,1220.865
10991.418,1217.746
11099.177,1215.322
11206.936,1216.335
11314.695,1221.899
11422.454,1229.000
11530.213,1233.626
11637.972,1236.151
11745.731,1237.067
11853.490,1241.529
11961.249,1243.100
12069.008,1240.603
12176.767,1237.549
12284.526,1235.000
12392.285,1234.000
12500.044,1235.504
12607.803,1239.498
12715.562,1239.970
12823.321,1236.963
12931.080,1234.514
13038.839,1232.036
13146.598,1229.956
13254.357,1229.315
13362.116,1234.877
13469.875,1243.000
13577.634,1244.696
13685.393,1242.805
13793.152,1239.739
13900.911,1237.104
14008.670,1236.669
14116.429,1238.561
14224.188,1237.740
14331.947,1238.723
14439.706,1240.853
14547.465,1241.000
14655.224,1240.582
14762.983,1239.104
14870.742,1238.725
14978.501,1237.380
15086.260,1237.797
15194.019,1239.224
15301.778,1240.077
15409.537,1240.060
15517.296,1240.465
15625.055,1238.964
15732.814,1240.498
15840.573,1245.033
15948.332,1246.267
16056.091,1246.362
16163.850,1245.642
16271.609,1247.292
16379.368,1245.349
16487.127,1244.345
16594.887,1248.295
16702.645,1249.307
16810.404,1247.003
16918.162,1247.656
17025.922,1248.648
17133.682,1251.000
17241.439,1253.370
17349.199,1248.067
17456.957,1238.693
17564.717,1238.698
17672.477,1245.106
17780.234,1247.531
17887.994,1242.552
17995.754,1238.859
18103.512,1238.719
18211.271,1240.830
18319.029,1243.090
18426.789,1243.805
18534.549,1243.528
18642.307,1246.260
18750.066,1248.234
18857.824,1242.745
18965.584,1239.766
19073.344,1243.515
19181.102,1251.000
19288.861,1256.000
19396.619,1258.000
19504.379,1260.451
19612.139,1260.442
19719.896,1258.217
19827.656,1255.213
19935.414,1252.208
20043.174,1253.204
20150.934,1256.399
20258.691,1257.586
20366.451,1256.382
20474.211,1255.813
20581.969,1255.817
20689.729,1250.178
20797.486,1247.174
20905.246,1247.661
21013.006,1249.338
21120.764,1248.355
21228.523,1248.372
21336.281,1253.084
21444.041,1258.813
21551.801,1261.135
21659.559,1258.581
21767.318,1252.729
21875.076,1249.606
21982.836,1252.492
22090.596,1251.755
22198.354,1250.882
22306.113,1255.658
22413.871,1259.670
22521.631,1261.894
22629.391,1263.000
22737.148,1261.097
22844.908,1257.000
22952.668,1257.000
23060.426,1265.000
23168.186,1268.000
23275.943,1263.076
23383.703,1255.357
23491.463,1254.536
23599.221,1265.314
23706.980,1274.883
23814.738,1279.675
23922.498,1283.651
24030.258,1284.772
24138.016,1276.876
24245.775,1266.963
24353.533,1264.033
24461.293,1268.086
24569.053,1270.097
24676.811,1270.040
24784.570,1271.000
24892.328,1273.989
25000.088,1279.986
25107.848,1282.000
25215.605,1278.994
25323.365,1275.994
25431.123,1276.010
25538.883,1277.086
25646.643,1279.130
25754.400,1281.114
25862.160,1283.054
25969.920,1278.969
26077.678,1275.893
26185.438,1275.960
26293.195,1275.044
26400.955,1275.097
26508.715,1276.211
26616.473,1277.342
26724.232,1277.307
26831.990,1278.131
26939.750,1283.140
27047.510,1286.297
27155.268,1286.235
27263.027,1284.166
27370.785,1282.174
27478.545,1279.274
27586.305,1275.191
27694.062,1277.700
27801.822,1282.375
27909.580,1286.458
28017.340,1291.662
28125.100,1296.766
28232.857,1300.757
28340.617,1300.875
28448.377,1299.740
28556.135,1301.464
28663.895,1305.723
28771.652,1303.143
28879.412,1296.706
28987.172,1296.244
29094.930,1299.534
29202.689,1301.160
29310.447,1296.820
29418.207,1294.010
29525.967,1291.863
29633.725,1293.531
29741.484,1297.819
29849.242,1297.258
29957.002,1293.051
30064.762,1297.448
30172.520,1302.017
30280.279,1305.974
30388.037,1310.552
30495.797,1312.367
30603.557,1308.000
30711.314,1301.659
30819.074,1299.672
30926.832,1303.228
31034.592,1306.535
31142.352,1309.053
31250.109,1308.277
31357.869,1304.491
31465.629,1303.999
31573.387,1309.524
31681.146,1312.807
31788.904,1312.525
31896.664,1310.933
32004.424,1308.916
32112.182,1307.275
32219.941,1305.839
32327.699,1306.852
32435.459,1312.288
32543.219,1320.415
32650.977,1326.813
32758.736,1327.000
32866.496,1317.832
32974.254,1311.238
33082.012,1312.314
33189.773,1316.318
33297.531,1318.967
33405.289,1320.653
33513.051,1320.662
33620.809,1318.670
33728.566,1318.679
33836.324,1320.688
33944.086,1322.044
34051.844,1323.000
34159.602,1324.643
34267.363,1330.000
34375.121,1334.461
34482.879,1331.217
34590.641,1328.121
34698.398,1331.000
34806.156,1336.618
34913.914,1335.613
35021.676,1331.218
35129.434,1331.605
35237.191,1336.601
35344.953,1339.193
35452.711,1335.592
35560.469,1333.412
35668.230,1335.000
35775.988,1335.738
35883.746,1333.300
35991.508,1332.141
36099.266,1332.699
36207.023,1333.124
36314.781,1336.442
36422.543,1335.893
36530.301,1333.902
36638.059,1336.000
36745.820,1337.163
36853.578,1337.755
36961.336,1341.257
37069.098,1344.167
37176.855,1349.571
37284.613,1355.000
37392.371,1354.000
37500.133,1347.511
37607.891,1344.494
37715.648,1347.498
37823.410,1352.498
37931.168,1355.987
38038.926,1357.468
38146.688,1361.515
38254.445,1364.596
38362.203,1365.665
38469.965,1367.583
38577.723,1368.468
38685.480,1368.927
38793.238,1372.081
38901.000,1376.270
39008.758,1380.295
39116.516,1383.661
39224.277,1383.000
39332.035,1383.438
39439.793,1388.867
39547.555,1394.859
39655.312,1398.425
39763.070,1401.842
39870.828,1402.833
39978.590,1400.588
40086.348,1402.776
40194.105,1408.789
40301.867,1412.802
40409.625,1415.000
40517.383,1415.173
40625.145,1416.706
40732.902,1421.294
40840.660,1424.756
40948.422,1428.000
41056.180,1434.261
41163.938,1440.539
41271.695,1442.917
41379.457,1450.643
41487.215,1463.591
41594.973,1473.608
41702.734,1484.000
41810.492,1500.679
41918.250,1522.006
42026.012,1544.331
42133.770,1564.673
42241.527,1588.355
42349.285,1616.364
42457.047,1651.745
42564.805,1696.381
42672.562,1741.695
42780.324,1783.398
42888.082,1825.516
42995.840,1869.368
43103.602,1916.407
43211.359,1966.297
43319.117,2015.161
43426.879,2062.449
43534.637,2111.729
43642.395,2161.733
43750.152,2211.475
43857.914,2261.967
43965.672,2307.238
44073.430,2347.250
44181.191,2387.981
44288.949,2426.964
44396.707,2455.474
44504.469,2472.232
44612.227,2477.141
44719.984,2465.344
44827.742,2427.758
44935.504,2355.723
45043.262,2244.422
45151.020,2095.173
45258.781,1924.974
45366.539,1763.224
45474.297,1641.060
45582.059,1565.759
45689.816,1528.894
45797.574,1514.435
45905.336,1510.776
46013.094,1506.280
46120.852,1495.357
46228.609,1482.312
46336.371,1473.000
46444.129,1465.844
46551.887,1457.151
46659.648,1449.853
46767.406,1448.572
46875.164,1448.723
46982.926,1449.000
47090.684,1445.389
47198.441,1442.502
47306.199,1443.121
47413.961,1444.000
47521.719,1443.338
47629.477,1443.434
47737.238,1442.312
47844.996,1438.000
47952.754,1434.904
48060.516,1435.635
48168.273,1432.826
48276.031,1429.917
48383.789,1428.922
48491.551,1429.000
48599.309,1431.070
48707.066,1437.869
48814.828,1444.693
48922.586,1444.829
49030.344,1439.947
49138.105,1435.903
49245.863,1436.867
49353.621,1438.880
49461.383,1438.929
49569.141,1437.937
49676.898,1437.973
49784.656,1438.046
49892.418,1435.111
50000.176,1434.100
50107.934,1437.020
50215.695,1440.989
50323.453,1444.997
50431.211,1451.980
50538.973,1452.957
50646.730,1451.977
50754.488,1447.984
50862.246,1441.000
50970.008,1438.024
51077.766,1438.000
51185.523,1437.902
51293.285,1438.926
51401.043,1439.000
51508.801,1435.091
51616.562,1432.100
51724.320,1431.217
51832.078,1433.292
51939.840,1434.251
52047.598,1429.268
52155.355,1424.428
52263.113,1422.454
52370.875,1418.479
52478.633,1416.505
52586.391,1420.531
52694.152,1424.371
52801.910,1423.194
52909.668,1420.899
53017.430,1420.894
53125.188,1419.000
53232.945,1418.457
53340.703,1422.829
53448.465,1424.981
53556.223,1422.889
53663.980,1422.262
53771.742,1425.865
53879.500,1423.860
53987.258,1418.144
54095.020,1416.297
54202.777,1415.153
54310.535,1410.843
54418.297,1409.516
54526.055,1412.504
54633.812,1419.661
54741.570,1426.826
54849.332,1425.178
54957.090,1417.548
55064.848,1416.748
55172.609,1424.382
55280.367,1430.586
55388.125,1432.799
55495.887,1427.816
55603.645,1420.041
55711.402,1418.063
55819.160,1422.434
55926.922,1424.442
56034.680,1423.902
56142.438,1424.378
56250.199,1426.170
56357.957,1424.238
56465.715,1421.757
56573.477,1420.753
56681.234,1417.000
56788.992,1412.511
56896.754,1412.779
57004.512,1415.264
57112.270,1420.195
57220.027,1423.910
57327.789,1424.170
57435.547,1425.562
57543.305,1430.571
57651.066,1433.842
57758.824,1431.237
57866.582,1429.509
57974.344,1430.790
58082.102,1429.613
58189.859,1428.799
58297.617,1429.153
58405.379,1427.917
58513.137,1427.324
58620.895,1433.016
58728.656,1439.670
58836.414,1440.653
58944.172,1439.659
59051.934,1440.000
59159.691,1442.048
59267.449,1443.415
59375.211,1445.716
59482.969,1448.275
59590.727,1446.900
59698.484,1445.629
59806.246,1448.875
59914.004,1453.482
60021.762,1454.000
60129.523,1450.776
60237.281,1448.000
60345.039,1446.000
60452.801,1448.603
60560.559,1457.215
60668.316,1462.819
60776.074,1460.241
60883.836,1459.836
60991.594,1460.156
61099.352,1460.573
61207.113,1466.000
61314.871,1471.565
61422.629,1473.682
61530.391,1480.225
61638.148,1488.760
61745.906,1493.739
61853.664,1490.718
61961.426,1485.235
62069.184,1485.605
62176.941,1490.469
62284.703,1495.421
62392.461,1501.434
62500.219,1507.000
62607.980,1508.541
62715.738,1505.528
62823.496,1502.505
62931.258,1501.501
63039.016,1499.496
63146.773,1495.508
63254.531,1496.073
63362.293,1498.648
63470.051,1501.645
63577.809,1502.100
63685.570,1503.588
63793.328,1508.601
63901.086,1512.076
64008.848,1513.000
64116.605,1515.361
64224.363,1516.899
64332.121,1514.555
64439.883,1513.237
