Distance_(microns),Gray_Value
0.000,1102.000
107.759,1110.003
215.518,1134.977
323.277,1230.906
431.036,1469.863
538.795,1837.886
646.554,2165.983
754.313,2264.120
862.072,2111.182
969.831,1853.256
1077.590,1636.285
1185.349,1503.188
1293.108,1424.068
1400.867,1377.963
1508.626,1352.000
1616.385,1335.000
1724.144,1323.046
1831.903,1315.097
1939.662,1306.154
2047.421,1299.162
2155.180,1293.285
2262.939,1293.179
2370.698,1293.937
2478.457,1295.803
2586.216,1293.068
2693.975,1287.427
2801.734,1286.370
2909.493,1290.154
3017.252,1292.000
3125.011,1287.083
3232.770,1283.085
3340.529,1282.177
3448.288,1280.365
3556.047,1281.188
3663.806,1284.000
3771.565,1289.199
3879.324,1290.513
3987.083,1289.632
4094.842,1288.325
4202.601,1287.222
4310.360,1288.456
4418.119,1294.467
4525.878,1299.120
4633.637,1298.123
4741.396,1293.501
4849.155,1293.769
4956.914,1295.786
5064.673,1296.536
5172.432,1296.410
5280.191,1293.558
5387.950,1289.997
5495.709,1285.308
5603.468,1281.037
5711.227,1281.604
5818.986,1285.308
5926.745,1291.843
6034.504,1295.840
6142.263,1294.162
6250.022,1291.330
6357.781,1292.504
6465.540,1295.513
6573.299,1295.695
6681.058,1292.883
6788.817,1293.256
6896.576,1294.823
7004.335,1294.481
7112.094,1289.940
7219.853,1286.145
7327.612,1288.162
7435.371,1291.590
7543.130,1293.801
7650.889,1290.798
7758.648,1289.000
7866.407,1285.792
7974.166,1280.789
8081.925,1281.427
8189.684,1286.516
8297.443,1291.536
8405.202,1297.889
8512.961,1299.225
8620.720,1296.684
8728.479,1296.923
8836.238,1294.402
8943.997,1293.419
9051.756,1296.197
9159.515,1298.242
9267.274,1299.510
9375.033,1299.256
9482.792,1296.997
9590.551,1296.239
9698.310,1295.487
9806.069,1298.000
9913.828,1300.786
10021.587,1298.795
10129.346,1296.071
10237.105,1297.353
10344.864,1297.915
10452.623,1296.382
10560.382,1295.838
10668.141,1297.846
10775.900,1302.570
10883.659,1305.575
10991.418,1305.581
11099.177,1306.293
11206.936,1309.704
11314.695,1310.000
11422.454,1305.604
11530.213,1301.524
11637.972,1302.846
11745.731,1304.621
11853.490,1305.000
11961.249,1302.000
12069.008,1291.000
12176.767,1279.000
12284.526,1275.650
12392.285,1277.311
12500.044,1273.991
12607.803,1269.333
12715.562,1272.000
12823.321,1277.339
12931.080,1280.342
13038.839,1286.966
13146.598,1296.567
13254.357,1305.846
13362.116,1314.880
13469.875,1323.000
13577.634,1324.718
13685.393,1325.000
13793.152,1328.541
13900.911,1330.897
14008.670,1332.000
14116.429,1332.746
14224.188,1335.496
14331.947,1335.969
14439.706,1334.564
14547.465,1335.538
14655.224,1336.900
14762.983,1334.048
14870.742,1324.821
14978.501,1315.000
15086.260,1310.595
15194.019,1309.009
15301.778,1306.809
15409.537,1300.000
15517.296,1290.051
15625.055,1287.305
15732.814,1289.664
15840.573,1292.000
15948.332,1287.735
16056.091,1279.726
16163.850,1276.291
16271.609,1275.140
16379.368,1269.866
16487.127,1270.359
16594.887,1277.704
16702.645,1281.974
16810.404,1281.222
16918.162,1280.447
17025.922,1281.550
17133.682,1280.547
17241.439,1278.544
17349.199,1273.459
17456.957,1272.846
17564.717,1277.251
17672.477,1276.803
17780.234,1272.940
17887.994,1273.473
17995.754,1274.000
18103.512,1273.000
18211.271,1273.519
18319.029,1270.547
18426.789,1263.667
18534.549,1234.068
18642.307,1204.191
18750.066,1231.256
18857.824,1267.017
18965.584,1276.006
19073.344,1274.538
19181.102,1275.043
19288.861,1276.980
19396.619,1279.923
19504.379,1281.906
19612.139,1284.926
19719.896,1288.479
19827.656,1289.000
19935.414,1287.054
20043.174,1285.060
20150.934,1285.934
20258.691,1287.322
20366.451,1289.308
20474.211,1293.835
20581.969,1299.000
20689.729,1301.188
20797.486,1302.650
20905.246,1305.658
21013.006,1306.111
21120.764,1308.325
21228.523,1314.877
21336.281,1320.564
21444.041,1317.701
21551.801,1311.849
21659.559,1314.009
21767.318,1318.028
21875.076,1320.892
21982.836,1321.162
22090.596,1317.584
22198.354,1315.000
22306.113,1315.590
22413.871,1313.000
22521.631,1310.809
22629.391,1318.000
22737.148,1321.803
22844.908,1318.208
22952.668,1313.393
23060.426,1311.390
23168.186,1310.613
23275.943,1309.462
23383.703,1308.473
23491.463,1304.863
23599.221,1300.248
23706.980,1296.627
23814.738,1296.000
23922.498,1293.368
24030.258,1288.365
24138.016,1282.000
24245.775,1278.359
24353.533,1275.068
24461.293,1273.353
24569.053,1274.248
24676.811,1272.567
24784.570,1267.655
24892.328,1265.709
25000.088,1267.373
25107.848,1268.681
25215.605,1266.667
25323.365,1266.330
25431.123,1271.000
25538.883,1276.000
25646.643,1277.678
25754.400,1276.043
25862.160,1269.051
25969.920,1265.373
26077.678,1265.689
26185.438,1267.308
26293.195,1267.305
26400.955,1263.698
26508.715,1262.402
26616.473,1264.296
26724.232,1261.467
26831.990,1260.744
26939.750,1261.575
27047.510,1259.715
27155.268,1257.718
27263.027,1255.838
27370.785,1256.105
27478.545,1254.547
27586.305,1250.000
27694.062,1248.732
27801.822,1253.735
27909.580,1256.738
28017.340,1256.000
28125.100,1256.769
28232.857,1259.521
28340.617,1263.254
28448.377,1262.496
28556.135,1258.000
28663.895,1253.274
28771.652,1252.564
28879.412,1258.872
28987.172,1265.131
29094.930,1269.615
29202.689,1271.088
29310.447,1271.100
29418.207,1269.111
29525.967,1268.342
29633.725,1263.567
29741.484,1257.214
29849.242,1254.843
29957.002,1254.040
30064.762,1254.410
30172.520,1254.405
30280.279,1252.598
30388.037,1250.393
30495.797,1250.387
30603.557,1251.573
30711.314,1251.376
30819.074,1252.370
30926.832,1255.547
31034.592,1256.718
31142.352,1255.883
31250.109,1254.217
31357.869,1251.368
31465.629,1250.009
31573.387,1252.661
31681.146,1255.487
31788.904,1254.479
31896.664,1254.627
32004.424,1260.077
32112.182,1265.755
32219.941,1267.000
