Distance_(microns),Gray_Value
0.000,1079.000
107.759,1078.039
215.518,2094.000
323.277,1103.000
431.036,1134.052
538.795,1180.358
646.554,1216.665
754.313,1226.730
862.072,1221.573
969.831,1210.410
1077.590,1202.261
1185.349,1200.000
1293.108,1201.687
1400.867,1198.661
1508.626,1192.726
1616.385,1191.805
1724.144,1194.687
1831.903,1202.335
1939.662,1212.414
2047.421,1215.629
2155.180,1213.870
2262.939,1218.000
2370.698,1220.430
2478.457,1216.049
2586.216,1221.094
2693.975,1233.163
2801.734,1241.661
2909.493,1241.472
3017.252,1236.818
3125.011,1240.000
3232.770,1248.414
3340.529,1249.788
3448.288,1247.166
3556.047,1248.355
3663.806,1253.671
3771.565,1256.176
3879.324,1254.593
3987.083,1255.554
4094.842,1261.020
4202.601,1263.730
4310.360,1263.218
4418.119,1260.199
4525.878,1256.453
4633.637,1253.599
4741.396,1252.280
4849.155,1252.534
4956.914,1252.101
5064.673,1251.000
5172.432,1253.313
5280.191,1257.319
5387.950,1264.000
5495.709,1267.335
5603.468,1264.984
5711.227,1258.964
5818.986,1260.241
5926.745,1269.850
6034.504,1273.811
6142.263,1268.886
6250.022,1265.378
6357.781,1266.000
6465.540,1266.218
6573.299,1266.410
6681.058,1265.980
6788.817,1262.948
6896.576,1256.749
7004.335,1250.577
7112.094,1252.570
7219.853,1260.437
7327.612,1260.329
7435.371,1260.349
7543.130,1262.912
7650.889,1264.000
7758.648,1262.469
7866.407,1259.378
7974.166,1257.857
8081.925,1257.443
8189.684,1255.485
8297.443,1254.006
8405.202,1254.541
8512.961,1255.088
8620.720,1258.563
8728.479,1259.945
8836.238,1258.397
8943.997,1256.459
9051.756,1252.547
9159.515,1246.661
9267.274,1245.120
9375.033,1249.567
9482.792,1254.853
9590.551,1257.681
9698.310,1256.241
9806.069,1251.036
9913.828,1249.003
10021.587,1250.182
10129.346,1253.551
10237.105,1254.906
10344.864,1256.873
10452.623,1262.736
10560.382,1265.723
10668.141,1263.065
10775.900,1260.394
10883.659,1258.710
10991.418,1257.013
11099.177,1256.645
11206.936,1255.323
11314.695,1252.000
11422.454,1252.381
11530.213,1255.697
11637.972,1256.704
11745.731,1255.290
11853.490,1253.850
11961.249,1256.108
12069.008,1261.000
12176.767,1265.945
12284.526,1267.228
12392.285,1263.749
12500.044,1261.756
12607.803,1262.762
12715.562,1262.537
12823.321,1259.775
12931.080,1257.437
13038.839,1260.635
13146.598,1266.000
13254.357,1270.603
13362.116,1272.808
13469.875,1273.629
13577.634,1275.283
13685.393,1274.482
13793.152,1273.502
13900.911,1272.202
14008.670,1272.234
14116.429,1270.560
14224.188,1263.000
14331.947,1258.134
14439.706,1257.873
14547.465,1255.880
14655.224,1252.772
14762.983,1254.677
14870.742,1259.798
14978.501,1260.189
15086.260,1260.088
15194.019,1262.000
15301.778,1267.775
15409.537,1270.726
15517.296,1269.752
15625.055,1267.000
15732.814,1263.244
15840.573,1264.169
15948.332,1269.072
16056.091,1274.971
16163.850,1276.954
16271.609,1276.000
16379.368,1275.010
16487.127,1272.000
16594.887,1269.003
16702.645,1269.000
16810.404,1268.984
16918.162,1270.046
17025.922,1272.117
17133.682,1269.143
17241.439,1266.085
17349.199,1266.000
17456.957,1267.000
17564.717,1273.000
17672.477,1278.795
17780.234,1277.625
17887.994,1277.593
17995.754,1283.648
18103.512,1291.717
18211.271,1295.798
18319.029,1293.108
18426.789,1287.570
18534.549,1285.603
18642.307,1287.381
18750.066,1292.000
18857.824,1296.140
18965.584,1297.733
19073.344,1302.072
19181.102,1308.277
19288.861,1315.329
19396.619,1322.381
19504.379,1322.075
19612.139,1314.814
19719.896,1307.423
19827.656,1304.603
19935.414,1300.410
20043.174,1292.423
20150.934,1289.345
20258.691,1292.651
20366.451,1298.612
20474.211,1304.287
20581.969,1307.756
20689.729,1307.502
20797.486,1301.772
20905.246,1297.264
21013.006,1294.000
21120.764,1294.000
21228.523,1293.283
21336.281,1289.000
21444.041,1286.407
21551.801,1287.697
21659.559,1285.619
21767.318,1279.264
21875.076,1276.323
21982.836,1278.000
22090.596,1280.671
22198.354,1282.342
22306.113,1284.651
22413.871,1284.580
22521.631,1279.108
22629.391,1270.319
22737.148,1270.254
22844.908,1278.713
22952.668,1282.837
23060.426,1281.000
23168.186,1277.599
23275.943,1274.778
23383.703,1272.759
23491.463,1273.580
23599.221,1272.573
23706.980,1267.134
23814.738,1267.241
23922.498,1274.769
24030.258,1280.189
24138.016,1276.622
24245.775,1270.603
24353.533,1269.055
24461.293,1267.479
24569.053,1269.971
24676.811,1275.984
24784.570,1278.502
24892.328,1273.980
25000.088,1272.443
25107.848,1274.482
25215.605,1274.049
25323.365,1273.062
25431.123,1275.000
25538.883,1274.912
25646.643,1273.697
25754.400,1271.987
25862.160,1265.492
25969.920,1264.150
26077.678,1270.423
26185.438,1275.749
26293.195,1275.769
26400.955,1273.788
26508.715,1273.808
26616.473,1274.218
26724.232,1277.231
26831.990,1283.244
26939.750,1283.886
27047.510,1278.000
27155.268,1274.717
27263.027,1271.055
27370.785,1265.381
27478.545,1267.016
27586.305,1274.332
27694.062,1277.326
27801.822,1270.958
27909.580,1264.000
28017.340,1263.694
28125.100,1267.300
28232.857,1271.586
28340.617,1272.860
28448.377,1270.961
28556.135,1270.463
28663.895,1273.870
28771.652,1277.521
28879.412,1278.746
28987.172,1276.505
29094.930,1274.000
29202.689,1276.469
29310.447,1278.684
29418.207,1276.222
29525.967,1270.645
29633.725,1271.625
29741.484,1275.000
29849.242,1276.000
29957.002,1279.622
30064.762,1278.182
30172.520,1274.704
30280.279,1277.339
30388.037,1281.349
30495.797,1281.375
30603.557,1277.850
30711.314,1276.000
30819.074,1274.590
30926.832,1274.958
31034.592,1274.257
31142.352,1273.883
31250.109,1273.443
31357.869,1276.521
31465.629,1277.489
31573.387,1274.365
31681.146,1275.254
31788.904,1279.078
31896.664,1281.072
32004.424,1276.065
32112.182,1271.883
32219.941,1277.792
32327.699,1281.046
32435.459,1281.156
32543.219,1283.130
32650.977,1287.078
32758.736,1289.039
32866.496,1287.039
32974.254,1289.013
33082.012,1288.000
33189.773,1280.980
33297.531,1275.039
33405.289,1277.078
33513.051,1282.026
33620.809,1283.967
33728.566,1288.883
33836.324,1294.000
33944.086,1296.052
34051.844,1292.117
34159.602,1289.935
34267.363,1290.713
34375.121,1292.531
34482.879,1291.661
34590.641,1291.000
34698.398,1289.195
34806.156,1290.000
34913.914,1294.668
35021.676,1297.531
35129.434,1297.876
35237.191,1299.130
35344.953,1297.000
35452.711,1296.857
35560.469,1298.700
35668.230,1300.375
35775.988,1305.349
35883.746,1309.492
35991.508,1308.472
36099.266,1308.818
36207.023,1316.189
36314.781,1324.195
36422.543,1325.798
36530.301,1324.166
36638.059,1321.570
36745.820,1322.222
36853.578,1323.228
36961.336,1317.000
37069.098,1313.241
37176.855,1318.752
37284.613,1325.730
37392.371,1325.218
37500.133,1327.466
37607.891,1335.726
37715.648,1346.000
37823.410,1349.287
37931.168,1345.586
38038.926,1345.700
38146.688,1350.081
38254.445,1350.687
38362.203,1350.042
38469.965,1348.023
38577.723,1348.332
38685.480,1350.016
38793.238,1352.345
38901.000,1353.648
39008.758,1352.642
39116.516,1350.270
39224.277,1349.515
39332.035,1351.866
39439.793,1357.231
39547.555,1366.218
39655.312,1372.603
39763.070,1372.596
39870.828,1370.000
39978.590,1371.583
40086.348,1373.577
40194.105,1373.570
40301.867,1378.691
40409.625,1384.785
40517.383,1390.651
40625.145,1398.544
40732.902,1408.537
40840.660,1417.531
40948.422,1421.049
41056.180,1415.590
41163.938,1411.580
41271.695,1417.524
41379.457,1428.997
41487.215,1442.492
41594.973,1456.485
41702.734,1471.479
41810.492,1493.945
41918.250,1522.863
42026.012,1553.837
42133.770,1586.264
42241.527,1621.677
42349.285,1662.638
42457.047,1705.166
42564.805,1748.560
42672.562,1794.941
42780.324,1839.723
42888.082,1885.665
42995.840,1933.606
43103.602,1979.547
43211.359,2026.489
43319.117,2075.906
43426.879,2125.124
43534.637,2175.104
43642.395,2223.085
43750.152,2265.065
43857.914,2306.394
43965.672,2350.394
44073.430,2390.020
44181.191,2420.619
44288.949,2441.225
44396.707,2447.844
44504.469,2434.785
44612.227,2400.029
44719.984,2338.557
44827.742,2243.059
44935.504,2117.251
45043.262,1982.323
45151.020,1860.433
45258.781,1761.583
45366.539,1680.029
45474.297,1612.752
45582.059,1556.977
45689.816,1512.427
45797.574,1478.388
45905.336,1452.124
46013.094,1431.309
46120.852,1417.482
46228.609,1409.642
46336.371,1409.391
46444.129,1412.769
46551.887,1412.371
46659.648,1405.179
46767.406,1395.345
46875.164,1385.498
46982.926,1380.160
47090.684,1381.000
