Distance_(microns),Gray_Value
0.000,1148.000
107.759,1161.000
215.518,1177.091
323.277,1197.293
431.036,1220.339
538.795,1229.326
646.554,1215.195
754.313,1187.046
862.072,1168.000
969.831,1163.824
1077.590,1163.674
1185.349,1167.713
1293.108,1171.000
1400.867,1175.169
1508.626,1178.182
1616.385,1179.902
1724.144,1184.583
1831.903,1189.446
1939.662,1189.648
2047.421,1189.124
2155.180,1192.521
2262.939,1192.684
2370.698,1191.573
2478.457,1195.300
2586.216,1198.844
2693.975,1199.837
2801.734,1200.000
2909.493,1203.824
3017.252,1212.635
3125.011,1214.189
3232.770,1215.000
3340.529,1218.596
3448.288,1221.166
3556.047,1222.140
3663.806,1219.335
3771.565,1216.860
3879.324,1218.296
3987.083,1220.241
4094.842,1219.248
4202.601,1216.000
4310.360,1215.782
4418.119,1219.534
4525.878,1221.726
4633.637,1223.319
4741.396,1223.994
4849.155,1223.827
4956.914,1223.700
5064.673,1225.306
5172.432,1224.313
5280.191,1226.319
5387.950,1232.000
5495.709,1235.668
5603.468,1236.661
5711.227,1236.691
5818.986,1232.055
5926.745,1225.000
6034.504,1223.906
6142.263,1228.515
6250.022,1232.622
6357.781,1232.384
6465.540,1231.391
6573.299,1229.795
6681.058,1227.020
6788.817,1227.231
6896.576,1229.000
7004.335,1230.000
7112.094,1227.140
7219.853,1224.127
7327.612,1223.443
7435.371,1226.147
7543.130,1229.104
7650.889,1226.388
7758.648,1223.531
7866.407,1224.524
7974.166,1229.036
8081.925,1229.023
8189.684,1221.505
8297.443,1216.000
8405.202,1219.524
8512.961,1229.059
8620.720,1237.042
8728.479,1238.472
8836.238,1233.932
8943.997,1228.459
9051.756,1226.358
9159.515,1227.785
9267.274,1227.759
9375.033,1227.733
9482.792,1228.707
9590.551,1227.420
9698.310,1227.173
9806.069,1229.186
9913.828,1233.199
10021.587,1239.029
10129.346,1240.674
10237.105,1232.713
10344.864,1222.502
10452.623,1222.528
10560.382,1224.554
10668.141,1223.225
10775.900,1221.560
10883.659,1222.606
10991.418,1226.323
11099.177,1231.013
11206.936,1233.355
11314.695,1233.316
11422.454,1235.309
11530.213,1240.303
11637.972,1238.889
11745.731,1235.870
11853.490,1236.000
11961.249,1236.446
12069.008,1234.730
12176.767,1232.792
12284.526,1233.544
12392.285,1234.003
12500.044,1233.489
12607.803,1232.713
12715.562,1230.694
12823.321,1225.124
12931.080,1222.091
13038.839,1229.059
13146.598,1241.410
13254.357,1248.603
13362.116,1248.423
13469.875,1242.814
13577.634,1238.000
13685.393,1238.827
13793.152,1240.668
13900.911,1238.521
14008.670,1237.000
14116.429,1239.147
14224.188,1238.420
14331.947,1238.401
14439.706,1245.492
14547.465,1247.277
14655.224,1240.772
14762.983,1239.892
14870.742,1244.697
14978.501,1247.622
15086.260,1244.736
15194.019,1242.000
15301.778,1244.775
15409.537,1249.658
15517.296,1249.876
15625.055,1243.222
15732.814,1240.293
15840.573,1243.127
15948.332,1248.000
16056.091,1248.883
16163.850,1250.840
16271.609,1257.870
16379.368,1260.912
16487.127,1255.974
16594.887,1250.023
16702.645,1249.029
16810.404,1251.033
16918.162,1256.023
17025.922,1255.059
17133.682,1249.215
17241.439,1246.296
17349.199,1250.147
17456.957,1252.055
17564.717,1251.124
17672.477,1247.342
17780.234,1244.524
17887.994,1242.489
17995.754,1241.352
18103.512,1239.472
18211.271,1239.505
